,datum,3A415DR01_Temp2,1N315KM01TIT001,1Q325TB03TT151,1L315KM01TT001,3A415DR01_Temp6,1L635KM05TT001,1L635KM05TT002,3A415DR01_Temp5,1N625SW02TT001,3A415DR01_Temp3,3A415DR01_Temp1,3H325WT01TT001,1N305KM01TIT001,3A415DR01_Temp4,1N625SW03TT001,T-WRK-Schiphol_STUW12,1N315KM02TIT003,1D325TA01TT001
820,31-03-2017 00:00:00,11.781,10.788,12.565,11.867,11.725,12.687,12.903,11.856,11.699,11.773,11.8,11.848,11.65,11.865,11.722,10.623,10.518,10.608
821,01-04-2017 00:00:00,12.248,11.062,12.022,12.3,12.106,12.591,12.81,12.335,11.869,12.113,12.252,11.991,11.919,12.348,11.863,10.86,10.645,11.282
822,02-04-2017 00:00:00,12.538,11.236,12.413,12.236,12.473,12.07,12.293,12.542,12.184,12.5,12.54,12.243,12.127,12.546,12.311,11.198,10.786,11.84
823,03-04-2017 00:00:00,12.275,11.606,12.738,12.104,12.3,12.472,12.701,12.262,12.241,12.396,12.261,12.288,12.272,12.282,12.375,11.54,11.576,12.286
824,04-04-2017 00:00:00,12.401,11.801,13.066,12.284,12.325,12.581,12.794,12.443,12.358,12.415,12.382,12.243,12.258,12.45,12.593,11.869,11.977,12.57
825,05-04-2017 00:00:00,12.515,11.884,13.073,12.382,12.476,12.599,12.827,12.542,12.445,12.55,12.495,12.289,12.253,12.558,12.677,11.69,11.977,12.73
826,06-04-2017 00:00:00,12.612,11.77,12.537,12.414,12.591,12.195,12.44,12.639,12.228,12.658,12.568,12.208,12.332,12.644,12.256,11.483,11.977,12.653
827,07-04-2017 00:00:00,12.488,11.883,13.314,12.25,12.519,12.188,12.436,12.481,12.344,12.627,12.46,12.331,12.424,12.486,12.366,11.863,11.977,12.713
828,08-04-2017 00:00:00,12.333,12.056,13.728,12.45,12.35,12.813,13.06,12.331,12.517,12.444,12.312,12.379,12.559,12.353,12.541,11.954,11.977,12.825
829,09-04-2017 00:00:00,12.666,12.263,13.617,12.781,12.553,12.942,13.209,12.74,12.792,12.619,12.671,12.476,12.723,12.752,12.824,12.069,11.977,12.945
830,10-04-2017 00:00:00,12.942,12.397,13.711,12.97,12.878,13.103,13.361,12.996,12.831,12.931,12.93,12.786,12.95,13.001,12.871,12.115,11.977,13.174
831,11-04-2017 00:00:00,13.119,12.493,13.458,12.941,13.058,12.825,13.059,13.138,12.899,13.151,13.091,12.76,13.027,13.147,12.93,12.277,11.977,13.251
832,12-04-2017 00:00:00,13.004,12.501,13.265,12.853,13.049,12.448,12.683,13.001,12.758,13.135,12.982,12.8,13.005,13.008,12.791,12.075,11.823,13.274
833,13-04-2017 00:00:00,12.812,12.403,13.207,12.507,12.852,11.868,12.075,12.778,12.893,12.989,12.787,12.716,13.011,12.783,12.925,12.298,11.454,13.219
834,14-04-2017 00:00:00,12.383,12.449,12.865,12.236,12.42,11.883,12.092,12.301,12.713,12.602,12.367,12.501,12.903,12.312,12.735,12.202,11.407,13.255
835,15-04-2017 00:00:00,12.215,12.443,13.168,12.247,12.171,12.019,12.234,12.169,12.659,12.362,12.207,12.257,12.758,12.181,12.701,12.065,11.378,13.16
836,16-04-2017 00:00:00,12.24,12.374,12.674,12.229,12.199,11.691,11.905,12.219,12.476,12.314,12.22,12.002,12.629,12.231,12.503,11.896,11.3,13.05
837,17-04-2017 00:00:00,12.16,12.315,12.629,12.009,12.188,11.535,11.732,12.102,12.453,12.283,12.127,11.881,12.55,12.107,12.484,11.994,11.259,12.984
838,18-04-2017 00:00:00,11.904,12.169,12.402,11.967,11.948,11.723,11.927,11.874,12.251,12.09,11.898,11.776,12.387,11.877,12.283,11.831,11.127,12.859
839,19-04-2017 00:00:00,11.874,12.033,12.329,11.98,11.868,11.401,11.582,11.862,11.848,11.994,11.85,11.675,12.064,11.863,11.878,11.535,10.937,12.636
840,20-04-2017 00:00:00,11.775,11.931,12.307,11.677,11.78,10.84,11.029,11.722,11.986,11.939,11.772,11.73,11.968,11.74,12.015,11.498,10.82,12.373
841,21-04-2017 00:00:00,11.418,12.038,12.92,11.544,11.401,11.27,11.549,11.328,12.095,11.597,11.423,11.683,12.11,11.346,12.123,11.56,10.954,12.547
842,22-04-2017 00:00:00,11.473,12.112,12.887,11.77,11.377,11.61,11.931,11.479,12.039,11.515,11.499,11.413,12.125,11.489,12.065,11.677,11.16,12.64
843,23-04-2017 00:00:00,11.711,12.099,12.631,11.938,11.618,11.717,11.941,11.715,11.981,11.707,11.715,11.356,12.048,11.724,12.008,11.54,11.164,12.476
844,24-04-2017 00:00:00,11.827,12.147,12.541,11.96,11.797,11.553,11.783,11.846,11.964,11.88,11.834,11.562,11.998,11.852,11.997,11.404,11.221,12.425
845,25-04-2017 00:00:00,11.823,12.093,12.263,11.738,11.783,11.208,11.406,11.796,11.797,11.922,11.816,11.55,11.974,11.807,11.826,11.331,11.206,12.456
846,26-04-2017 00:00:00,11.58,12.018,12.33,11.493,11.621,11.113,11.273,11.521,11.86,11.724,11.572,11.466,11.927,11.532,11.892,11.479,11.114,12.422
847,27-04-2017 00:00:00,11.39,11.949,12.189,11.548,11.369,11.432,11.59,11.361,11.804,11.543,11.391,11.299,11.898,11.376,11.832,11.415,11.046,12.334
848,28-04-2017 00:00:00,11.486,12.007,12.757,11.692,11.402,11.724,11.915,11.474,11.957,11.517,11.492,11.309,11.971,11.486,11.991,11.581,11.109,12.398
849,29-04-2017 00:00:00,11.682,12.103,12.542,11.946,11.596,12.215,12.421,11.716,12.031,11.661,11.692,11.442,12.056,11.723,12.061,11.723,11.201,12.503
850,30-04-2017 00:00:00,12.018,12.233,12.704,12.313,11.922,12.557,12.798,12.087,12.21,11.968,12.035,11.761,12.213,12.098,12.243,11.769,11.364,12.589
851,01-05-2017 00:00:00,12.429,12.441,13.361,12.63,12.361,12.781,12.982,12.51,12.274,12.392,12.445,12.322,12.327,12.522,12.298,11.808,11.548,12.766
852,02-05-2017 00:00:00,12.721,12.51,13.524,12.721,12.688,12.481,12.655,12.767,12.3,12.711,12.722,12.53,12.358,12.777,12.325,11.873,11.613,12.786
853,03-05-2017 00:00:00,12.652,12.542,13.371,12.6,12.632,12.137,12.319,12.632,12.304,12.76,12.64,12.615,12.386,12.648,12.33,11.877,11.652,12.796
854,04-05-2017 00:00:00,12.465,12.684,13.464,12.481,12.479,12.182,12.379,12.418,12.575,12.59,12.446,12.59,12.563,12.438,12.605,11.956,11.799,12.859
855,05-05-2017 00:00:00,12.373,12.712,13.066,12.521,12.334,12.098,12.483,12.353,12.377,12.463,12.362,12.371,12.535,12.369,12.403,11.929,11.839,12.982
856,06-05-2017 00:00:00,12.414,12.844,13.732,12.352,12.387,11.872,12.203,12.38,12.843,12.491,12.407,12.431,12.75,12.397,12.873,12.331,11.983,12.981
857,07-05-2017 00:00:00,12.202,13.145,14.034,12.559,12.174,12.806,13.186,12.145,13.028,12.317,12.215,12.471,13.102,12.167,13.065,12.4,12.224,13.456
858,08-05-2017 00:00:00,12.623,13.229,14.574,12.988,12.479,12.914,13.301,12.695,13.008,12.528,12.636,12.403,13.225,12.706,13.038,12.569,12.334,13.575
859,09-05-2017 00:00:00,12.946,13.203,13.639,12.929,12.899,12.721,13.034,12.974,12.804,12.934,12.933,12.727,13.179,12.98,12.842,12.681,12.304,13.514
860,10-05-2017 00:00:00,12.857,13.315,13.874,13.005,12.861,12.882,13.178,12.846,13.424,12.968,12.84,12.873,13.516,12.854,13.458,12.69,12.464,13.556
861,11-05-2017 00:00:00,12.988,13.616,14.471,13.258,12.916,13.17,13.47,13.001,13.923,13.026,12.98,13.075,13.938,13.011,13.963,13.256,12.74,14.06
862,12-05-2017 00:00:00,13.177,14.033,15.486,13.675,13.092,14.067,14.325,13.204,14.434,13.156,13.186,13.357,14.474,13.222,14.473,13.604,13.108,14.583
863,13-05-2017 00:00:00,13.662,14.376,15.335,14.152,13.498,14.281,14.56,13.756,14.864,13.496,13.673,13.562,14.948,13.768,14.907,13.854,13.44,14.916
864,14-05-2017 00:00:00,14.021,14.663,15.158,14.224,13.881,14.025,14.339,14.084,15.251,13.903,14.023,13.959,15.332,14.095,15.304,14.435,13.729,15.32
865,15-05-2017 00:00:00,14.042,14.785,15.353,14.229,13.984,14.286,14.635,14.038,15.817,14.058,14.046,14.22,15.791,14.053,15.873,14.865,14.068,15.518
866,16-05-2017 00:00:00,14.189,15.049,16.713,14.574,14.073,14.835,15.285,14.214,16.295,14.155,14.2,14.502,16.359,14.235,16.383,15.483,14.367,15.801
867,17-05-2017 00:00:00,14.57,15.101,17.867,15.055,14.391,15.507,16.056,14.62,17.237,14.461,14.603,14.97,17.025,14.638,17.296,16.181,14.448,16.451
868,18-05-2017 00:00:00,15.079,15.101,17.892,15.778,14.885,16.229,16.809,15.177,17.421,14.927,15.131,15.269,17.585,15.196,17.472,16.165,14.448,17.11
869,19-05-2017 00:00:00,15.715,15.92,16.874,16.017,15.537,15.527,16.022,15.809,17.291,15.507,15.731,15.454,17.663,15.824,17.355,16.019,15.235,17.429
870,20-05-2017 00:00:00,15.669,16.343,16.577,15.486,15.676,14.502,14.959,15.629,17.478,15.712,15.666,15.711,17.629,15.646,17.532,16.515,15.68,17.442
871,21-05-2017 00:00:00,15.135,16.445,17.019,15.112,15.219,14.736,15.235,14.983,17.676,15.335,15.137,15.652,17.737,15.002,17.732,16.619,15.793,17.635
872,22-05-2017 00:00:00,14.962,16.75,17.635,15.429,14.925,15.323,15.82,14.92,18.03,15.02,14.985,15.404,18.005,14.941,18.087,17.04,15.972,17.873
873,23-05-2017 00:00:00,15.312,17.227,18.14,15.93,15.181,15.886,16.298,15.34,18.513,15.229,15.344,15.515,18.538,15.365,18.569,17.325,16.342,18.465
874,24-05-2017 00:00:00,15.708,17.519,18.413,16.319,15.561,16.15,16.547,15.751,18.918,15.577,15.738,15.781,18.971,15.774,18.971,17.729,16.668,18.837
875,25-05-2017 00:00:00,15.989,17.861,18.575,16.48,15.836,16.211,16.601,16.017,19.42,15.89,16.005,16.113,19.379,16.041,19.471,18.175,16.948,19.234
876,26-05-2017 00:00:00,16.183,18.264,19.272,16.666,16.054,16.639,17.04,16.193,19.632,16.095,16.208,16.514,19.823,16.221,19.682,18.731,17.503,19.757
877,27-05-2017 00:00:00,16.518,18.797,20.254,17.013,16.342,17.299,17.699,16.549,20.387,16.398,16.565,17.024,20.399,16.577,20.43,19.198,18.382,20.183
878,28-05-2017 00:00:00,16.981,19.282,20.109,17.479,16.772,17.681,18.04,17.045,20.91,16.805,17.031,17.304,20.95,17.073,20.953,19.54,18.887,20.692
879,29-05-2017 00:00:00,17.449,19.676,20.725,17.7,17.265,17.528,17.886,17.481,21.275,17.299,17.483,17.726,21.36,17.501,21.319,20.04,19.216,21.101
880,30-05-2017 00:00:00,17.494,19.978,20.613,17.814,17.387,17.487,17.814,17.466,21.481,17.484,17.523,17.882,21.723,17.488,21.526,19.948,19.556,21.405
881,31-05-2017 00:00:00,17.545,20.07,20.973,17.646,17.454,17.077,17.363,17.482,21.61,17.535,17.565,17.864,21.795,17.489,21.658,20.55,19.655,21.569
882,01-06-2017 00:00:00,17.304,20.157,21.268,17.548,17.211,16.908,17.227,17.226,21.671,17.368,17.319,17.741,21.787,17.237,21.718,20.527,19.758,21.698
883,02-06-2017 00:00:00,17.253,20.256,21.662,17.506,17.149,16.7,17.022,17.193,21.423,17.27,17.275,17.771,21.779,17.208,21.473,20.873,19.802,21.912
884,03-06-2017 00:00:00,17.133,20.289,22.112,17.566,17.031,16.982,17.296,17.064,21.465,17.161,17.164,17.796,21.758,17.085,21.516,20.917,19.822,22.116
885,04-06-2017 00:00:00,17.232,20.289,21.936,17.701,17.085,16.917,17.232,17.174,21.465,17.233,17.256,17.746,21.758,17.187,21.516,20.948,19.822,22.204
886,05-06-2017 00:00:00,17.246,20.289,21.853,17.715,17.137,16.795,17.124,17.171,21.465,17.267,17.261,17.706,21.758,17.176,21.516,20.931,19.822,22.15
887,06-06-2017 00:00:00,17.229,20.266,21.258,17.609,17.133,16.462,16.778,17.162,21.066,17.277,17.238,17.633,21.49,17.164,21.114,20.188,19.79,21.801
888,07-06-2017 00:00:00,16.981,19.835,20.551,17.092,16.953,14.966,15.244,16.873,19.984,17.139,16.973,17.34,20.458,16.862,20.031,19.277,18.915,20.833
889,08-06-2017 00:00:00,16.144,19.457,19.927,16.098,16.267,14.107,14.376,15.918,19.764,16.454,16.137,17.068,20.05,15.922,19.796,19.215,18.625,20.212
890,09-06-2017 00:00:00,15.199,19.506,19.972,15.911,15.271,15.027,15.422,14.989,19.804,15.461,15.222,16.403,19.872,14.999,19.84,19.054,18.577,20.103
891,10-06-2017 00:00:00,15.328,19.593,20.218,16.316,15.228,15.734,16.138,15.274,19.456,15.419,15.366,15.871,19.532,15.279,19.507,19.081,18.496,19.817
892,11-06-2017 00:00:00,15.859,20.002,20.505,16.735,15.653,16.661,17.077,15.86,19.986,15.788,15.898,16.322,20.072,15.862,20.039,19.235,18.877,20.062
893,12-06-2017 00:00:00,16.546,20.069,20.195,17.329,16.313,16.951,17.359,16.611,19.734,16.356,16.589,16.623,20.148,16.612,19.779,18.879,19.026,20.307
894,13-06-2017 00:00:00,16.98,20.071,20.565,17.328,16.859,16.697,17.125,16.984,19.92,16.878,17.002,17.057,20.181,16.981,19.96,19.302,19.154,20.153
895,14-06-2017 00:00:00,16.925,20.237,20.69,17.411,16.822,16.936,17.498,16.886,20.328,16.959,16.955,17.352,20.451,16.887,20.373,19.521,19.423,20.364
896,15-06-2017 00:00:00,17.118,20.591,21.297,17.7,16.981,17.429,17.986,17.107,20.664,17.105,17.157,17.567,20.83,17.111,20.711,19.817,19.792,20.78
897,16-06-2017 00:00:00,17.492,20.666,21.005,18.045,17.356,17.39,17.966,17.511,20.346,17.432,17.526,17.73,20.88,17.511,20.382,19.694,19.828,20.951
898,17-06-2017 00:00:00,17.584,20.66,21.617,17.871,17.554,16.936,17.515,17.525,20.337,17.637,17.606,17.958,20.867,17.523,20.364,19.942,19.811,20.797
899,18-06-2017 00:00:00,17.342,21.029,21.906,17.863,17.261,17.46,18.073,17.258,21.219,17.416,17.364,18.026,21.273,17.263,21.234,20.31,26.365,21.132
900,19-06-2017 00:00:00,17.661,21.753,21.947,18.411,17.482,18.331,19.042,17.675,22.028,17.542,17.69,18.262,21.857,17.68,22.078,20.848,28.173,21.739
901,20-06-2017 00:00:00,18.28,22.559,22.345,18.931,18.088,18.719,19.449,18.317,22.356,18.136,18.299,18.805,22.403,18.319,22.404,20.604,27.324,22.357
902,21-06-2017 00:00:00,18.675,22.9,22.461,19.06,18.497,18.373,19.051,18.655,22.46,18.565,18.672,19.02,22.621,18.656,22.51,20.833,25.566,22.554
903,22-06-2017 00:00:00,18.626,23.38,22.762,19.047,18.513,18.474,19.127,18.556,23.002,18.622,18.627,19.364,23.151,18.56,23.05,20.917,27.538,22.79
904,23-06-2017 00:00:00,18.645,23.444,22.732,19.075,18.506,18.083,18.645,18.564,23.042,18.638,18.661,19.192,23.411,18.566,23.086,21.044,26.175,23.097
905,24-06-2017 00:00:00,18.53,23.273,22.72,18.815,18.402,17.613,18.092,18.389,22.527,18.582,18.518,19.013,23.112,18.387,22.572,20.908,26.903,23.09
906,25-06-2017 00:00:00,18.262,22.883,22.254,18.457,18.17,17.269,17.719,18.088,22.189,18.383,18.25,18.85,22.649,18.08,22.231,20.471,26.903,22.586
907,26-06-2017 00:00:00,17.946,22.722,22.117,18.122,17.884,16.867,17.32,17.777,22.224,18.087,17.949,18.645,22.373,17.771,22.272,21.06,25.555,22.414
908,27-06-2017 00:00:00,17.561,22.838,21.895,17.945,17.533,17.112,17.638,17.406,21.666,17.712,17.588,18.329,21.994,17.404,21.715,21.304,22.071,22.423
909,28-06-2017 00:00:00,17.49,22.697,21.657,18.113,17.419,17.187,17.698,17.444,21.397,17.533,17.508,18.073,21.757,17.45,21.442,20.698,21.771,21.966
910,29-06-2017 00:00:00,17.573,22.554,21.442,17.903,17.502,16.57,17.0,17.488,21.255,17.619,17.607,18.058,21.544,17.49,21.293,20.542,21.61,21.688
911,30-06-2017 00:00:00,17.423,22.447,21.336,17.49,17.249,16.003,16.397,17.101,21.162,17.476,17.294,17.936,21.463,17.112,21.207,20.446,21.525,21.585
912,01-07-2017 00:00:00,17.083,22.254,21.277,17.207,16.772,15.898,16.281,16.618,20.841,17.102,16.848,17.578,21.256,16.633,20.886,20.129,21.203,21.444
913,02-07-2017 00:00:00,16.862,22.088,21.105,17.088,16.529,15.968,16.351,16.441,20.739,16.853,16.653,17.243,21.046,16.454,20.786,20.173,21.087,21.177
914,03-07-2017 00:00:00,16.74,21.998,20.981,17.145,16.429,16.309,16.706,16.399,20.571,16.724,16.561,17.075,20.868,16.412,20.615,19.923,20.962,20.999
915,04-07-2017 00:00:00,16.752,22.262,21.022,17.316,16.592,16.797,17.214,16.633,20.839,16.722,16.708,17.179,20.937,16.644,20.883,20.375,21.206,21.146
916,05-07-2017 00:00:00,16.965,22.623,21.4,17.816,16.803,17.739,18.286,16.989,21.068,16.891,17.017,17.47,21.174,16.998,21.111,20.508,21.482,21.377
917,06-07-2017 00:00:00,17.412,22.831,21.424,18.417,17.312,18.21,18.799,17.688,21.288,17.301,17.644,17.908,21.367,17.69,21.326,20.544,21.435,21.572
918,07-07-2017 00:00:00,17.84,23.254,21.802,18.729,17.879,18.357,18.956,18.175,21.848,17.801,18.149,18.424,21.776,18.176,21.884,20.871,22.127,21.847
919,08-07-2017 00:00:00,18.134,23.447,21.994,18.831,18.198,18.23,18.742,18.373,22.039,18.171,18.397,18.774,22.199,18.374,22.097,21.075,22.522,22.18
920,09-07-2017 00:00:00,18.263,23.498,22.136,18.721,18.32,17.85,18.184,18.394,22.201,18.35,18.453,18.869,22.386,18.394,22.247,21.319,22.586,22.364
921,10-07-2017 00:00:00,18.282,23.676,22.17,18.693,18.232,18.232,18.529,18.243,22.423,18.329,18.342,18.95,22.566,18.253,22.42,21.338,22.835,22.522
922,11-07-2017 00:00:00,18.346,23.607,22.258,18.878,18.266,17.953,18.282,18.376,22.222,18.36,18.422,18.929,22.433,18.384,22.247,21.379,22.658,22.651
923,12-07-2017 00:00:00,18.317,23.338,21.942,18.568,18.293,17.428,17.678,18.252,21.733,18.409,18.382,18.813,22.107,18.257,21.781,21.052,22.119,22.424
924,13-07-2017 00:00:00,18.135,22.932,21.543,18.244,17.999,17.045,17.254,17.859,21.439,18.22,18.045,18.619,21.669,17.859,21.483,20.748,21.693,21.933
925,14-07-2017 00:00:00,17.869,22.568,21.385,17.942,17.632,16.662,16.823,17.506,21.215,17.915,17.709,18.307,21.544,17.512,21.26,20.392,21.541,21.621
926,15-07-2017 00:00:00,17.573,22.504,21.331,17.712,17.307,16.789,16.937,17.199,21.26,17.584,17.35,18.052,21.419,17.206,21.3,20.49,21.539,21.552
927,16-07-2017 00:00:00,17.428,22.67,21.356,17.89,17.075,17.31,17.494,17.09,21.108,17.377,17.218,17.895,21.324,17.099,21.154,20.285,21.482,21.524
928,17-07-2017 00:00:00,17.537,23.015,21.311,18.036,17.306,17.332,17.549,17.428,21.56,17.476,17.514,17.854,21.447,17.429,21.605,20.633,21.905,21.556
929,18-07-2017 00:00:00,17.621,23.147,21.663,18.232,17.459,17.73,18.026,17.557,21.717,17.604,17.658,18.109,21.687,17.564,21.766,20.583,22.122,21.773
